,army,unitid,step,datetime,latitude,longitude,name,parent,men,officers
0,3,B01RF3B,40,1815-06-16 16:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
1,3,B01RF3B,41,1815-06-16 17:00:00,50.5658,4.4627,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
2,3,B01RF3B,42,1815-06-16 18:00:00,50.5695,4.455,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
3,3,B01RF3B,43,1815-06-16 19:00:00,50.5695,4.455,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
4,3,B01RF3B,44,1815-06-16 20:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
5,3,B01RF3B,45,1815-06-16 21:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
6,3,B01RF3B,46,1815-06-16 22:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
7,3,B01RF3B,47,1815-06-16 23:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
8,3,B01RF3B,48,1815-06-17 00:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
9,3,B01RF3B,49,1815-06-17 01:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
10,3,B01RF3B,50,1815-06-17 02:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
11,3,B01RF3B,51,1815-06-17 03:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
12,3,B01RF3B,52,1815-06-17 04:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
13,3,B01RF3B,53,1815-06-17 05:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
14,3,B01RF3B,54,1815-06-17 06:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
15,3,B01RF3B,55,1815-06-17 07:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
16,3,B01RF3B,56,1815-06-17 08:00:00,50.5697,4.4599,1st (Royal Scots) RF 3rd Bn,B9IB,561.0,43.0
17,3,B01RFG2B,43,1815-06-16 19:00:00,50.5651,4.4441,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
18,3,B01RFG2B,43,1815-06-16 19:00:00,50.5648,4.4407,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
19,3,B01RFG2B,44,1815-06-16 20:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
20,3,B01RFG2B,44,1815-06-16 20:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
21,3,B01RFG2B,45,1815-06-16 21:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
22,3,B01RFG2B,45,1815-06-16 21:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
23,3,B01RFG2B,46,1815-06-16 22:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
24,3,B01RFG2B,46,1815-06-16 22:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
25,3,B01RFG2B,47,1815-06-16 23:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
26,3,B01RFG2B,47,1815-06-16 23:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
27,3,B01RFG2B,48,1815-06-17 00:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
28,3,B01RFG2B,48,1815-06-17 00:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
29,3,B01RFG2B,49,1815-06-17 01:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
30,3,B01RFG2B,49,1815-06-17 01:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
31,3,B01RFG2B,50,1815-06-17 02:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
32,3,B01RFG2B,50,1815-06-17 02:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
33,3,B01RFG2B,51,1815-06-17 03:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
34,3,B01RFG2B,51,1815-06-17 03:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
35,3,B01RFG2B,52,1815-06-17 04:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
36,3,B01RFG2B,52,1815-06-17 04:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
37,3,B01RFG2B,53,1815-06-17 05:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
38,3,B01RFG2B,53,1815-06-17 05:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
39,3,B01RFG2B,54,1815-06-17 06:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
40,3,B01RFG2B,54,1815-06-17 06:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
41,3,B01RFG2B,55,1815-06-17 07:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
42,3,B01RFG2B,55,1815-06-17 07:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
43,3,B01RFG2B,56,1815-06-17 08:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
44,3,B01RFG2B,56,1815-06-17 08:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
45,3,B01RFG2B,57,1815-06-17 09:00:00,50.5612,4.444,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
46,3,B01RFG2B,57,1815-06-17 09:00:00,50.5596,4.4414,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
47,3,B01RFG2B,66,1815-06-17 18:00:00,50.6744,4.3954,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
48,3,B01RFG2B,67,1815-06-17 19:00:00,50.6717,4.3949,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
49,3,B01RFG2B,68,1815-06-17 20:00:00,50.6717,4.3949,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
50,3,B01RFG2B,69,1815-06-17 21:00:00,50.6717,4.3949,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
51,3,B01RFG2B,70,1815-06-17 22:00:00,50.6717,4.3949,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
52,3,B01RFG2B,71,1815-06-17 23:00:00,50.6717,4.3949,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
53,3,B01RFG2B,72,1815-06-18 00:00:00,50.6717,4.3949,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
54,3,B01RFG2B,73,1815-06-18 01:00:00,50.6717,4.3949,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
55,3,B01RFG2B,74,1815-06-18 02:00:00,50.6717,4.3949,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
56,3,B01RFG2B,75,1815-06-18 03:00:00,50.6717,4.3949,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
57,3,B01RFG2B,76,1815-06-18 04:00:00,50.6717,4.3949,1st R Foot-Guards 2nd Bn,B1IB,943.0,33.0
58,3,B01RFG3B,43,1815-06-16 19:00:00,50.5641,4.4441,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
59,3,B01RFG3B,43,1815-06-16 19:00:00,50.5602,4.4349,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
60,3,B01RFG3B,44,1815-06-16 20:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
61,3,B01RFG3B,44,1815-06-16 20:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
62,3,B01RFG3B,45,1815-06-16 21:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
63,3,B01RFG3B,45,1815-06-16 21:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
64,3,B01RFG3B,46,1815-06-16 22:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
65,3,B01RFG3B,46,1815-06-16 22:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
66,3,B01RFG3B,47,1815-06-16 23:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
67,3,B01RFG3B,47,1815-06-16 23:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
68,3,B01RFG3B,48,1815-06-17 00:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
69,3,B01RFG3B,48,1815-06-17 00:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
70,3,B01RFG3B,49,1815-06-17 01:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
71,3,B01RFG3B,49,1815-06-17 01:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
72,3,B01RFG3B,50,1815-06-17 02:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
73,3,B01RFG3B,50,1815-06-17 02:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
74,3,B01RFG3B,51,1815-06-17 03:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
75,3,B01RFG3B,51,1815-06-17 03:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
76,3,B01RFG3B,52,1815-06-17 04:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
77,3,B01RFG3B,52,1815-06-17 04:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
78,3,B01RFG3B,53,1815-06-17 05:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
79,3,B01RFG3B,53,1815-06-17 05:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
80,3,B01RFG3B,54,1815-06-17 06:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
81,3,B01RFG3B,54,1815-06-17 06:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
82,3,B01RFG3B,55,1815-06-17 07:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
83,3,B01RFG3B,55,1815-06-17 07:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
84,3,B01RFG3B,56,1815-06-17 08:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
85,3,B01RFG3B,56,1815-06-17 08:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
86,3,B01RFG3B,57,1815-06-17 09:00:00,50.5602,4.444,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
87,3,B01RFG3B,57,1815-06-17 09:00:00,50.5574,4.4337,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
88,3,B01RFG3B,66,1815-06-17 18:00:00,50.6734,4.3954,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
89,3,B01RFG3B,67,1815-06-17 19:00:00,50.6707,4.3949,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
90,3,B01RFG3B,68,1815-06-17 20:00:00,50.6707,4.3949,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
91,3,B01RFG3B,69,1815-06-17 21:00:00,50.6707,4.3949,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
92,3,B01RFG3B,70,1815-06-17 22:00:00,50.6707,4.3949,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
93,3,B01RFG3B,71,1815-06-17 23:00:00,50.6707,4.3949,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
94,3,B01RFG3B,72,1815-06-18 00:00:00,50.6707,4.3949,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
95,3,B01RFG3B,73,1815-06-18 01:00:00,50.6707,4.3949,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
96,3,B01RFG3B,74,1815-06-18 02:00:00,50.6707,4.3949,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
97,3,B01RFG3B,75,1815-06-18 03:00:00,50.6707,4.3949,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
98,3,B01RFG3B,76,1815-06-18 04:00:00,50.6707,4.3949,1st R Foot-Guards 3rd Bn,B1IB,980.0,41.0
99,3,B02KLG,68,1815-06-17 20:00:00,50.6782,4.4087,2nd KGL Light Bn,B2KIB,383.0,24.0
100,3,B02KLG,69,1815-06-17 21:00:00,50.6782,4.4087,2nd KGL Light Bn,B2KIB,383.0,24.0
101,3,B02KLG,70,1815-06-17 22:00:00,50.6782,4.4087,2nd KGL Light Bn,B2KIB,383.0,24.0
102,3,B02KLG,71,1815-06-17 23:00:00,50.6782,4.4087,2nd KGL Light Bn,B2KIB,383.0,24.0
103,3,B02KLG,72,1815-06-18 00:00:00,50.6782,4.4087,2nd KGL Light Bn,B2KIB,383.0,24.0
104,3,B02KLG,73,1815-06-18 01:00:00,50.6782,4.4087,2nd KGL Light Bn,B2KIB,383.0,24.0
105,3,B02KLG,74,1815-06-18 02:00:00,50.6782,4.4087,2nd KGL Light Bn,B2KIB,383.0,24.0
106,3,B02KLG,75,1815-06-18 03:00:00,50.6782,4.4087,2nd KGL Light Bn,B2KIB,383.0,24.0
107,3,B02KLG,76,1815-06-18 04:00:00,50.6782,4.4087,2nd KGL Light Bn,B2KIB,383.0,24.0
108,3,B02KLG,77,1815-06-18 05:00:00,50.6783,4.4091,2nd KGL Light Bn,B2KIB,383.0,24.0
109,3,B02KLG,78,1815-06-18 06:00:00,50.6784,4.4095,2nd KGL Light Bn,B2KIB,383.0,24.0
110,3,B02KLG,79,1815-06-18 07:00:00,50.6785,4.4098,2nd KGL Light Bn,B2KIB,383.0,24.0
111,3,B02KLG,80,1815-06-18 08:00:00,50.6786,4.4102,2nd KGL Light Bn,B2KIB,383.0,24.0
112,3,B02KLG,81,1815-06-18 09:00:00,50.6786,4.4106,2nd KGL Light Bn,B2KIB,383.0,24.0
113,3,B02KLG,82,1815-06-18 10:00:00,50.6787,4.411,2nd KGL Light Bn,B2KIB,383.0,24.0
114,3,B02KLG,83,1815-06-18 11:00:00,50.6787,4.411,2nd KGL Light Bn,B2KIB,383.0,24.0
115,3,B02KLG,84,1815-06-18 12:00:00,50.6787,4.411,2nd KGL Light Bn,B2KIB,383.0,24.0
116,3,B02KLG,85,1815-06-18 13:00:00,50.6787,4.411,2nd KGL Light Bn,B2KIB,383.0,24.0
117,3,B02KLG,86,1815-06-18 14:00:00,50.6787,4.411,2nd KGL Light Bn,B2KIB,383.0,24.0
118,3,B02KLG,87,1815-06-18 15:00:00,50.6787,4.411,2nd KGL Light Bn,B2KIB,383.0,24.0
119,3,B02KLG,88,1815-06-18 16:00:00,50.6787,4.411,2nd KGL Light Bn,B2KIB,383.0,24.0
120,3,B02RFG2B,43,1815-06-16 19:00:00,50.5709,4.4476,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
121,3,B02RFG2B,43,1815-06-16 19:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
122,3,B02RFG2B,44,1815-06-16 20:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
123,3,B02RFG2B,44,1815-06-16 20:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
124,3,B02RFG2B,45,1815-06-16 21:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
125,3,B02RFG2B,45,1815-06-16 21:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
126,3,B02RFG2B,46,1815-06-16 22:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
127,3,B02RFG2B,46,1815-06-16 22:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
128,3,B02RFG2B,47,1815-06-16 23:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
129,3,B02RFG2B,47,1815-06-16 23:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
130,3,B02RFG2B,48,1815-06-17 00:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
131,3,B02RFG2B,48,1815-06-17 00:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
132,3,B02RFG2B,49,1815-06-17 01:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
133,3,B02RFG2B,49,1815-06-17 01:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
134,3,B02RFG2B,50,1815-06-17 02:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
135,3,B02RFG2B,50,1815-06-17 02:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
136,3,B02RFG2B,51,1815-06-17 03:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
137,3,B02RFG2B,51,1815-06-17 03:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
138,3,B02RFG2B,52,1815-06-17 04:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
139,3,B02RFG2B,52,1815-06-17 04:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
140,3,B02RFG2B,53,1815-06-17 05:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
141,3,B02RFG2B,53,1815-06-17 05:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
142,3,B02RFG2B,54,1815-06-17 06:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
143,3,B02RFG2B,54,1815-06-17 06:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
144,3,B02RFG2B,55,1815-06-17 07:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
145,3,B02RFG2B,55,1815-06-17 07:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
146,3,B02RFG2B,56,1815-06-17 08:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
147,3,B02RFG2B,56,1815-06-17 08:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
148,3,B02RFG2B,57,1815-06-17 09:00:00,50.5607,4.4385,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
149,3,B02RFG2B,57,1815-06-17 09:00:00,50.576,4.4349,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
150,3,B02RFG2B,66,1815-06-17 18:00:00,50.6749,4.3946,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
151,3,B02RFG2B,67,1815-06-17 19:00:00,50.671,4.3935,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
152,3,B02RFG2B,68,1815-06-17 20:00:00,50.671,4.3935,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
153,3,B02RFG2B,69,1815-06-17 21:00:00,50.671,4.3935,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
154,3,B02RFG2B,70,1815-06-17 22:00:00,50.671,4.3935,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
155,3,B02RFG2B,71,1815-06-17 23:00:00,50.671,4.3935,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
156,3,B02RFG2B,72,1815-06-18 00:00:00,50.671,4.3935,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
157,3,B02RFG2B,73,1815-06-18 01:00:00,50.671,4.3935,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
158,3,B02RFG2B,74,1815-06-18 02:00:00,50.671,4.3935,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
159,3,B02RFG2B,75,1815-06-18 03:00:00,50.671,4.3935,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
160,3,B02RFG2B,76,1815-06-18 04:00:00,50.671,4.3935,2nd (Coldstream) RF-G 2nd Bn,B2IB,969.0,34.0
161,3,B03RFG2B,43,1815-06-16 19:00:00,50.5699,4.4476,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
162,3,B03RFG2B,43,1815-06-16 19:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
163,3,B03RFG2B,44,1815-06-16 20:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
164,3,B03RFG2B,44,1815-06-16 20:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
165,3,B03RFG2B,45,1815-06-16 21:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
166,3,B03RFG2B,45,1815-06-16 21:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
167,3,B03RFG2B,46,1815-06-16 22:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
168,3,B03RFG2B,46,1815-06-16 22:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
169,3,B03RFG2B,47,1815-06-16 23:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
170,3,B03RFG2B,47,1815-06-16 23:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
171,3,B03RFG2B,48,1815-06-17 00:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
172,3,B03RFG2B,48,1815-06-17 00:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
173,3,B03RFG2B,49,1815-06-17 01:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
174,3,B03RFG2B,49,1815-06-17 01:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
175,3,B03RFG2B,50,1815-06-17 02:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
176,3,B03RFG2B,50,1815-06-17 02:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
177,3,B03RFG2B,51,1815-06-17 03:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
178,3,B03RFG2B,51,1815-06-17 03:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
179,3,B03RFG2B,52,1815-06-17 04:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
180,3,B03RFG2B,52,1815-06-17 04:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
181,3,B03RFG2B,53,1815-06-17 05:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
182,3,B03RFG2B,53,1815-06-17 05:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
183,3,B03RFG2B,54,1815-06-17 06:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
184,3,B03RFG2B,54,1815-06-17 06:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
185,3,B03RFG2B,55,1815-06-17 07:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
186,3,B03RFG2B,55,1815-06-17 07:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
187,3,B03RFG2B,56,1815-06-17 08:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
188,3,B03RFG2B,56,1815-06-17 08:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
189,3,B03RFG2B,57,1815-06-17 09:00:00,50.5597,4.4385,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
190,3,B03RFG2B,57,1815-06-17 09:00:00,50.5752,4.4417,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
191,3,B03RFG2B,66,1815-06-17 18:00:00,50.6749,4.3963,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
192,3,B03RFG2B,67,1815-06-17 19:00:00,50.67,4.3935,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
193,3,B03RFG2B,68,1815-06-17 20:00:00,50.67,4.3935,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
194,3,B03RFG2B,69,1815-06-17 21:00:00,50.67,4.3935,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
195,3,B03RFG2B,70,1815-06-17 22:00:00,50.67,4.3935,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
196,3,B03RFG2B,71,1815-06-17 23:00:00,50.67,4.3935,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
197,3,B03RFG2B,72,1815-06-18 00:00:00,50.67,4.3935,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
198,3,B03RFG2B,73,1815-06-18 01:00:00,50.67,4.3935,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
199,3,B03RFG2B,74,1815-06-18 02:00:00,50.67,4.3935,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
200,3,B03RFG2B,75,1815-06-18 03:00:00,50.67,4.3935,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
201,3,B03RFG2B,76,1815-06-18 04:00:00,50.67,4.3935,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
202,3,B03RFG2B,77,1815-06-18 05:00:00,50.671,4.3936,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
203,3,B03RFG2B,78,1815-06-18 06:00:00,50.671,4.3937,3rd R Foot-Guards 2nd Bn,B2IB,1021.0,40.0
